"ORDERNUMBER","QUANTITYORDERED","PRICEEACH","ORDERLINENUMBER","SALES","ORDERDATE","STATUS","QTR_ID","MONTH_ID","YEAR_ID","PRODUCTLINE","MSRP","PRODUCTCODE","CUSTOMERNAME","PHONE","ADDRESSLINE1","ADDRESSLINE2","CITY","STATE","POSTALCODE","COUNTRY","TERRITORY","CONTACTLASTNAME","CONTACTFIRSTNAME","DEALSIZE"
10135,27,66.13,6,1785.51,"7/2/2023 0:00","Shipped",3,7,2023,"Classic Cars",61,"S24_3371","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.","","San Rafael","CA","97562","USA",NA,"Nelson","Valarie","Small"
10135,47,100,2,6336.07,"7/2/2023 0:00","Shipped",3,7,2023,"Classic Cars",140,"S24_3856","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.","","San Rafael","CA","97562","USA",NA,"Nelson","Valarie","Medium"
10135,23,87.31,11,2008.13,"7/2/2023 0:00","Shipped",3,7,2023,"Classic Cars",80,"S24_4620","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.","","San Rafael","CA","97562","USA",NA,"Nelson","Valarie","Small"
10135,33,40.23,14,1327.59,"7/2/2023 0:00","Shipped",3,7,2023,"Motorcycles",40,"S32_2206","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.","","San Rafael","CA","97562","USA",NA,"Nelson","Valarie","Small"
10135,30,89.8,17,2694,"7/2/2023 0:00","Shipped",3,7,2023,"Motorcycles",102,"S32_4485","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.","","San Rafael","CA","97562","USA",NA,"Nelson","Valarie","Small"
10135,44,96,15,4224,"7/2/2023 0:00","Shipped",3,7,2023,"Motorcycles",81,"S50_4713","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.","","San Rafael","CA","97562","USA",NA,"Nelson","Valarie","Medium"
10136,25,100,2,3644.75,"7/4/2023 0:00","Shipped",3,7,2023,"Classic Cars",141,"S18_1129","Alpha Cognac","61.77.6555","1 rue Alsace-Lorraine","","Toulouse","","31000","France","EMEA","Roulet","Annette","Medium"
10136,36,100,1,5274.72,"7/4/2023 0:00","Shipped",3,7,2023,"Classic Cars",142,"S18_1984","Alpha Cognac","61.77.6555","1 rue Alsace-Lorraine","","Toulouse","","31000","France","EMEA","Roulet","Annette","Medium"
10136,41,100,3,8331.61,"7/4/2023 0:00","Shipped",3,7,2023,"Classic Cars",169,"S18_3232","Alpha Cognac","61.77.6555","1 rue Alsace-Lorraine","","Toulouse","","31000","France","EMEA","Roulet","Annette","Large"
10137,44,99.55,2,4380.2,"7/10/2023 0:00","Shipped",3,7,2023,"Classic Cars",124,"S18_1589","Reims Collectables","26.47.1555","59 rue de l'Abbaye","","Reims","","51100","France","EMEA","Henriot","Paul","Medium"
10137,37,100,3,4346.76,"7/10/2023 0:00","Shipped",3,7,2023,"Classic Cars",132,"S18_2870","Reims Collectables","26.47.1555","59 rue de l'Abbaye","","Reims","","51100","France","EMEA","Henriot","Paul","Medium"
10137,31,100,4,5124.3,"7/10/2023 0:00","Shipped",3,7,2023,"Classic Cars",141,"S18_3685","Reims Collectables","26.47.1555","59 rue de l'Abbaye","","Reims","","51100","France","EMEA","Henriot","Paul","Medium"
10137,26,49.81,1,1295.06,"7/10/2023 0:00","Shipped",3,7,2023,"Classic Cars",50,"S24_1628","Reims Collectables","26.47.1555","59 rue de l'Abbaye","","Reims","","51100","France","EMEA","Henriot","Paul","Small"
10139,31,100,7,3184.94,"7/16/2023 0:00","Shipped",3,7,2023,"Vintage Cars",102,"S18_1342","Souveniers And Things Co.","+61 2 9495 8555","Monitor Money Building, 815 Pacific Hwy","Level 6","Chatswood","NSW","2067","Australia","APAC","Huxley","Adrian","Medium"
10139,49,43.13,6,2113.37,"7/16/2023 0:00","Shipped",3,7,2023,"Vintage Cars",53,"S18_1367","Souveniers And Things Co.","+61 2 9495 8555","Monitor Money Building, 815 Pacific Hwy","Level 6","Chatswood","NSW","2067","Australia","APAC","Huxley","Adrian","Small"
10139,41,100,8,7956.46,"7/16/2023 0:00","Shipped",3,7,2023,"Vintage Cars",168,"S18_2795","Souveniers And Things Co.","+61 2 9495 8555","Monitor Money Building, 815 Pacific Hwy","Level 6","Chatswood","NSW","2067","Australia","APAC","Huxley","Adrian","Large"
10139,46,100,1,5545.76,"7/16/2023 0:00","Shipped",3,7,2023,"Vintage Cars",101,"S18_2949","Souveniers And Things Co.","+61 2 9495 8555","Monitor Money Building, 815 Pacific Hwy","Level 6","Chatswood","NSW","2067","Australia","APAC","Huxley","Adrian","Medium"
10139,20,71.2,3,1424,"7/16/2023 0:00","Shipped",3,7,2023,"Vintage Cars",62,"S18_2957","Souveniers And Things Co.","+61 2 9495 8555","Monitor Money Building, 815 Pacific Hwy","Level 6","Chatswood","NSW","2067","Australia","APAC","Huxley","Adrian","Small"
10139,20,90.06,2,1801.2,"7/16/2023 0:00","Shipped",3,7,2023,"Vintage Cars",104,"S18_3136","Souveniers And Things Co.","+61 2 9495 8555","Monitor Money Building, 815 Pacific Hwy","Level 6","Chatswood","NSW","2067","Australia","APAC","Huxley","Adrian","Small"
10139,30,100,5,3095.4,"7/16/2023 0:00","Shipped",3,7,2023,"Vintage Cars",99,"S18_3320","Souveniers And Things Co.","+61 2 9495 8555","Monitor Money Building, 815 Pacific Hwy","Level 6","Chatswood","NSW","2067","Australia","APAC","Huxley","Adrian","Medium"
10139,29,100,4,3276.13,"7/16/2023 0:00","Shipped",3,7,2023,"Vintage Cars",97,"S24_4258","Souveniers And Things Co.","+61 2 9495 8555","Monitor Money Building, 815 Pacific Hwy","Level 6","Chatswood","NSW","2067","Australia","APAC","Huxley","Adrian","Medium"
10140,37,100,11,7374.1,"7/24/2023 0:00","Shipped",3,7,2023,"Classic Cars",214,"S10_1949","Technics Stores Inc.","6505556809","9408 Furth Circle","","Burlingame","CA","94217","USA",NA,"Hirano","Juri","Large"
10140,26,100,4,3188.12,"7/24/2023 0:00","Shipped",3,7,2023,"Classic Cars",147,"S10_4962","Technics Stores Inc.","6505556809","9408 Furth Circle","","Burlingame","CA","94217","USA",NA,"Hirano","Juri","Medium"
10140,38,100,8,4829.8,"7/24/2023 0:00","Shipped",3,7,2023,"Trucks and Buses",136,"S12_1666","Technics Stores Inc.","6505556809","9408 Furth Circle","","Burlingame","CA","94217","USA",NA,"Hirano","Juri","Medium"
10140,32,100,10,4181.44,"7/24/2023 0:00","Shipped",3,7,2023,"Trucks and Buses",116,"S18_1097","Technics Stores Inc.","6505556809","9408 Furth Circle","","Burlingame","CA","94217","USA",NA,"Hirano","Juri","Medium"
10140,46,61.99,2,2851.54,"7/24/2023 0:00","Shipped",3,7,2023,"Trucks and Buses",60,"S18_2432","Technics Stores Inc.","6505556809","9408 Furth Circle","","Burlingame","CA","94217","USA",NA,"Hirano","Juri","Small"
10140,40,100,5,4601.2,"7/24/2023 0:00","Shipped",3,7,2023,"Trucks and Buses",121,"S18_4600","Technics Stores Inc.","6505556809","9408 Furth Circle","","Burlingame","CA","94217","USA",NA,"Hirano","Juri","Medium"
10140,29,43.27,9,1254.83,"7/24/2023 0:00","Shipped",3,7,2023,"Vintage Cars",50,"S18_4668","Technics Stores Inc.","6505556809","9408 Furth Circle","","Burlingame","CA","94217","USA",NA,"Hirano","Juri","Small"
10140,47,100,1,5105.14,"7/24/2023 0:00","Shipped",3,7,2023,"Trucks and Buses",127,"S24_2300","Technics Stores Inc.","6505556809","9408 Furth Circle","","Burlingame","CA","94217","USA",NA,"Hirano","Juri","Medium"
10140,26,100,3,2829.58,"7/24/2023 0:00","Shipped",3,7,2023,"Trucks and Buses",96,"S32_1268","Technics Stores Inc.","6505556809","9408 Furth Circle","","Burlingame","CA","94217","USA",NA,"Hirano","Juri","Small"
10140,28,60.76,7,1701.28,"7/24/2023 0:00","Shipped",3,7,2023,"Trucks and Buses",64,"S32_3522","Technics Stores Inc.","6505556809","9408 Furth Circle","","Burlingame","CA","94217","USA",NA,"Hirano","Juri","Small"
10140,36,100,6,4114.8,"7/24/2023 0:00","Shipped",3,7,2023,"Classic Cars",101,"S700_2824","Technics Stores Inc.","6505556809","9408 Furth Circle","","Burlingame","CA","94217","USA",NA,"Hirano","Juri","Medium"
10141,21,100,5,2140.11,"8/1/2023 0:00","Shipped",3,8,2023,"Trucks and Buses",118,"S12_4473","Suominen Souveniers","+358 9 8045 555","Software Engineering Center, SEC Oy","","Espoo","","FIN-02271","Finland","EMEA","Suominen","Kalle","Small"
10141,39,100,4,5938.53,"8/1/2023 0:00","Shipped",3,8,2023,"Classic Cars",163,"S18_2238","Suominen Souveniers","+358 9 8045 555","Software Engineering Center, SEC Oy","","Espoo","","FIN-02271","Finland","EMEA","Suominen","Kalle","Medium"
10141,47,100,8,6287.66,"8/1/2023 0:00","Shipped",3,8,2023,"Trucks and Buses",122,"S18_2319","Suominen Souveniers","+358 9 8045 555","Software Engineering Center, SEC Oy","","Espoo","","FIN-02271","Finland","EMEA","Suominen","Kalle","Medium"
10141,34,100,9,4836.5,"8/1/2023 0:00","Shipped",3,8,2023,"Classic Cars",169,"S18_3232","Suominen Souveniers","+358 9 8045 555","Software Engineering Center, SEC Oy","","Espoo","","FIN-02271","Finland","EMEA","Suominen","Kalle","Medium"
10141,20,54.33,2,1086.6,"8/1/2023 0:00","Shipped",3,8,2023,"Classic Cars",57,"S24_1444","Suominen Souveniers","+358 9 8045 555","Software Engineering Center, SEC Oy","","Espoo","","FIN-02271","Finland","EMEA","Suominen","Kalle","Small"
10141,21,42.43,6,891.03,"8/1/2023 0:00","Shipped",3,8,2023,"Classic Cars",35,"S24_2840","Suominen Souveniers","+358 9 8045 555","Software Engineering Center, SEC Oy","","Espoo","","FIN-02271","Finland","EMEA","Suominen","Kalle","Small"
10141,40,94.62,1,3784.8,"8/1/2023 0:00","Shipped",3,8,2023,"Classic Cars",118,"S24_4048","Suominen Souveniers","+358 9 8045 555","Software Engineering Center, SEC Oy","","Espoo","","FIN-02271","Finland","EMEA","Suominen","Kalle","Medium"
10141,24,45.99,7,1103.76,"8/1/2023 0:00","Shipped",3,8,2023,"Trucks and Buses",54,"S32_2509","Suominen Souveniers","+358 9 8045 555","Software Engineering Center, SEC Oy","","Espoo","","FIN-02271","Finland","EMEA","Suominen","Kalle","Small"
10141,44,100,3,5500.44,"8/1/2023 0:00","Shipped",3,8,2023,"Trucks and Buses",115,"S50_1392","Suominen Souveniers","+358 9 8045 555","Software Engineering Center, SEC Oy","","Espoo","","FIN-02271","Finland","EMEA","Suominen","Kalle","Medium"
10142,33,100,12,8023.29,"8/8/2023 0:00","Shipped",3,8,2023,"Classic Cars",207,"S12_1108","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.","","San Rafael","CA","97562","USA",NA,"Nelson","Valarie","Large"
10142,33,100,13,4985.64,"8/8/2023 0:00","Shipped",3,8,2023,"Classic Cars",151,"S12_3148","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.","","San Rafael","CA","97562","USA",NA,"Nelson","Valarie","Medium"
10142,46,100,11,9470.94,"8/8/2023 0:00","Shipped",3,8,2023,"Classic Cars",173,"S12_3891","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.","","San Rafael","CA","97562","USA",NA,"Nelson","Valarie","Large"
10142,47,100,8,6034.33,"8/8/2023 0:00","Shipped",3,8,2023,"Vintage Cars",136,"S18_3140","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.","","San Rafael","CA","97562","USA",NA,"Nelson","Valarie","Medium"
10142,22,97.81,10,2151.82,"8/8/2023 0:00","Shipped",3,8,2023,"Trains",100,"S18_3259","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.","","San Rafael","CA","97562","USA",NA,"Nelson","Valarie","Small"
10142,24,100,15,3791.52,"8/8/2023 0:00","Shipped",3,8,2023,"Classic Cars",143,"S18_4027","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.","","San Rafael","CA","97562","USA",NA,"Nelson","Valarie","Medium"
10142,24,70.22,7,1685.28,"8/8/2023 0:00","Shipped",3,8,2023,"Vintage Cars",87,"S18_4522","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.","","San Rafael","CA","97562","USA",NA,"Nelson","Valarie","Small"
10142,33,100,6,3366,"8/8/2023 0:00","Shipped",3,8,2023,"Ships",122,"S24_2011","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.","","San Rafael","CA","97562","USA",NA,"Nelson","Valarie","Medium"
10142,49,98.25,1,4814.25,"8/8/2023 0:00","Shipped",3,8,2023,"Vintage Cars",88,"S24_3151","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.","","San Rafael","CA","97562","USA",NA,"Nelson","Valarie","Medium"
10142,42,74.57,16,3131.94,"8/8/2023 0:00","Shipped",3,8,2023,"Trains",62,"S32_3207","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.","","San Rafael","CA","97562","USA",NA,"Nelson","Valarie","Medium"
10142,42,49.79,14,2091.18,"8/8/2023 0:00","Shipped",3,8,2023,"Trains",58,"S50_1514","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.","","San Rafael","CA","97562","USA",NA,"Nelson","Valarie","Small"
10142,41,64,2,2624,"8/8/2023 0:00","Shipped",3,8,2023,"Ships",66,"S700_1138","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.","","San Rafael","CA","97562","USA",NA,"Nelson","Valarie","Small"
10142,43,84.01,9,3612.43,"8/8/2023 0:00","Shipped",3,8,2023,"Ships",86,"S700_1938","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.","","San Rafael","CA","97562","USA",NA,"Nelson","Valarie","Medium"
10142,21,100,3,2334.99,"8/8/2023 0:00","Shipped",3,8,2023,"Ships",100,"S700_3505","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.","","San Rafael","CA","97562","USA",NA,"Nelson","Valarie","Small"
10142,38,85.41,4,3245.58,"8/8/2023 0:00","Shipped",3,8,2023,"Ships",99,"S700_3962","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.","","San Rafael","CA","97562","USA",NA,"Nelson","Valarie","Medium"
10142,39,44.23,5,1724.97,"8/8/2023 0:00","Shipped",3,8,2023,"Ships",54,"S72_3212","Mini Gifts Distributors Ltd.","4155551450","5677 Strong St.","","San Rafael","CA","97562","USA",NA,"Nelson","Valarie","Small"
10143,49,100,15,5597.76,"8/10/2023 0:00","Shipped",3,8,2023,"Classic Cars",136,"S10_4757","Mini Creations Ltd.","5085559555","4575 Hillside Dr.","","New Bedford","MA","50553","USA",NA,"Tam","Wing C","Medium"
10143,32,100,7,5248,"8/10/2023 0:00","Shipped",3,8,2023,"Planes",157,"S18_1662","Mini Creations Ltd.","5085559555","4575 Hillside Dr.","","New Bedford","MA","50553","USA",NA,"Tam","Wing C","Medium"
10143,46,74.84,13,3442.64,"8/10/2023 0:00","Shipped",3,8,2023,"Ships",86,"S18_3029","Mini Creations Ltd.","5085559555","4575 Hillside Dr.","","New Bedford","MA","50553","USA",NA,"Tam","Wing C","Medium"
10143,34,100,12,3455.76,"8/10/2023 0:00","Shipped",3,8,2023,"Vintage Cars",105,"S18_3856","Mini Creations Ltd.","5085559555","4575 Hillside Dr.","","New Bedford","MA","50553","USA",NA,"Tam","Wing C","Medium"
10143,27,60.97,8,1646.19,"8/10/2023 0:00","Shipped",3,8,2023,"Planes",68,"S24_2841","Mini Creations Ltd.","5085559555","4575 Hillside Dr.","","New Bedford","MA","50553","USA",NA,"Tam","Wing C","Small"
10143,33,77.59,9,2560.47,"8/10/2023 0:00","Shipped",3,8,2023,"Vintage Cars",65,"S24_3420","Mini Creations Ltd.","5085559555","4575 Hillside Dr.","","New Bedford","MA","50553","USA",NA,"Tam","Wing C","Small"
10143,23,80.51,14,1851.73,"8/10/2023 0:00","Shipped",3,8,2023,"Vintage Cars",83,"S24_3816","Mini Creations Ltd.","5085559555","4575 Hillside Dr.","","New Bedford","MA","50553","USA",NA,"Tam","Wing C","Small"
10143,28,66.19,6,1853.32,"8/10/2023 0:00","Shipped",3,8,2023,"Planes",68,"S24_3949","Mini Creations Ltd.","5085559555","4575 Hillside Dr.","","New Bedford","MA","50553","USA",NA,"Tam","Wing C","Small"
10143,34,36.66,1,1246.44,"8/10/2023 0:00","Shipped",3,8,2023,"Vintage Cars",43,"S50_1341","Mini Creations Ltd.","5085559555","4575 Hillside Dr.","","New Bedford","MA","50553","USA",NA,"Tam","Wing C","Small"
10143,36,100,2,3945.96,"8/10/2023 0:00","Shipped",3,8,2023,"Planes",91,"S700_1691","Mini Creations Ltd.","5085559555","4575 Hillside Dr.","","New Bedford","MA","50553","USA",NA,"Tam","Wing C","Medium"
10143,26,100,11,2612.48,"8/10/2023 0:00","Shipped",3,8,2023,"Ships",90,"S700_2047","Mini Creations Ltd.","5085559555","4575 Hillside Dr.","","New Bedford","MA","50553","USA",NA,"Tam","Wing C","Small"
10143,26,82.77,4,2152.02,"8/10/2023 0:00","Shipped",3,8,2023,"Planes",99,"S700_2466","Mini Creations Ltd.","5085559555","4575 Hillside Dr.","","New Bedford","MA","50553","USA",NA,"Tam","Wing C","Small"
10143,31,85.29,16,2643.99,"8/10/2023 0:00","Shipped",3,8,2023,"Ships",72,"S700_2610","Mini Creations Ltd.","5085559555","4575 Hillside Dr.","","New Bedford","MA","50553","USA",NA,"Tam","Wing C","Small"
10143,28,96,3,2688,"8/10/2023 0:00","Shipped",3,8,2023,"Planes",80,"S700_3167","Mini Creations Ltd.","5085559555","4575 Hillside Dr.","","New Bedford","MA","50553","USA",NA,"Tam","Wing C","Small"
10143,34,85.87,5,2919.58,"8/10/2023 0:00","Shipped",3,8,2023,"Planes",74,"S700_4002","Mini Creations Ltd.","5085559555","4575 Hillside Dr.","","New Bedford","MA","50553","USA",NA,"Tam","Wing C","Small"
10143,37,50.65,10,1874.05,"8/10/2023 0:00","Shipped",3,8,2023,"Planes",49,"S72_1253","Mini Creations Ltd.","5085559555","4575 Hillside Dr.","","New Bedford","MA","50553","USA",NA,"Tam","Wing C","Small"
10144,20,81.86,1,1637.2,"8/13/2023 0:00","Shipped",3,8,2023,"Vintage Cars",68,"S32_4289","Royale Belge","(071) 23 67 2555","Boulevard Tirou, 255","","Charleroi","","B-6000","Belgium","EMEA","Cartrain","Pascale","Small"
10145,45,83.26,6,3746.7,"8/25/2023 0:00","Shipped",3,8,2023,"Motorcycles",95,"S10_1678","Toys4GrownUps.com","6265557265","78934 Hillside Dr.","","Pasadena","CA","90003","USA",NA,"Young","Julie","Medium"
10145,37,100,9,5192.95,"8/25/2023 0:00","Shipped",3,8,2023,"Motorcycles",118,"S10_2016","Toys4GrownUps.com","6265557265","78934 Hillside Dr.","","Pasadena","CA","90003","USA",NA,"Young","Julie","Medium"
10145,33,100,8,5176.38,"8/25/2023 0:00","Shipped",3,8,2023,"Motorcycles",193,"S10_4698","Toys4GrownUps.com","6265557265","78934 Hillside Dr.","","Pasadena","CA","90003","USA",NA,"Young","Julie","Medium"
10145,49,100,5,8339.8,"8/25/2023 0:00","Shipped",3,8,2023,"Motorcycles",150,"S12_2823","Toys4GrownUps.com","6265557265","78934 Hillside Dr.","","Pasadena","CA","90003","USA",NA,"Young","Julie","Large"
10145,30,85.32,14,2559.6,"8/25/2023 0:00","Shipped",3,8,2023,"Planes",84,"S18_2581","Toys4GrownUps.com","6265557265","78934 Hillside Dr.","","Pasadena","CA","90003","USA",NA,"Young","Julie","Small"
10145,30,49.67,10,1490.1,"8/25/2023 0:00","Shipped",3,8,2023,"Motorcycles",60,"S18_2625","Toys4GrownUps.com","6265557265","78934 Hillside Dr.","","Pasadena","CA","90003","USA",NA,"Young","Julie","Small"
10145,43,95.8,7,4119.4,"8/25/2023 0:00","Shipped",3,8,2023,"Motorcycles",112,"S24_1578","Toys4GrownUps.com","6265557265","78934 Hillside Dr.","","Pasadena","CA","90003","USA",NA,"Young","Julie","Medium"
10145,40,87.54,16,3501.6,"8/25/2023 0:00","Shipped",3,8,2023,"Planes",109,"S24_1785","Toys4GrownUps.com","6265557265","78934 Hillside Dr.","","Pasadena","CA","90003","USA",NA,"Young","Julie","Medium"
10145,47,83.03,11,3902.41,"8/25/2023 0:00","Shipped",3,8,2023,"Motorcycles",76,"S24_2000","Toys4GrownUps.com","6265557265","78934 Hillside Dr.","","Pasadena","CA","90003","USA",NA,"Young","Julie","Medium"
10145,27,60.95,3,1645.65,"8/25/2023 0:00","Shipped",3,8,2023,"Motorcycles",69,"S24_2360","Toys4GrownUps.com","6265557265","78934 Hillside Dr.","","Pasadena","CA","90003","USA",NA,"Young","Julie","Small"
10145,33,84.77,15,2797.41,"8/25/2023 0:00","Shipped",3,8,2023,"Planes",72,"S24_4278","Toys4GrownUps.com","6265557265","78934 Hillside Dr.","","Pasadena","CA","90003","USA",NA,"Young","Julie","Small"
10145,33,93.9,12,3098.7,"8/25/2023 0:00","Shipped",3,8,2023,"Motorcycles",99,"S32_1374","Toys4GrownUps.com","6265557265","78934 Hillside Dr.","","Pasadena","CA","90003","USA",NA,"Young","Julie","Medium"
10145,31,35.8,1,1109.8,"8/25/2023 0:00","Shipped",3,8,2023,"Motorcycles",40,"S32_2206","Toys4GrownUps.com","6265557265","78934 Hillside Dr.","","Pasadena","CA","90003","USA",NA,"Young","Julie","Small"
10145,27,100,4,3251.34,"8/25/2023 0:00","Shipped",3,8,2023,"Motorcycles",102,"S32_4485","Toys4GrownUps.com","6265557265","78934 Hillside Dr.","","Pasadena","CA","90003","USA",NA,"Young","Julie","Medium"
10145,38,81.36,2,3091.68,"8/25/2023 0:00","Shipped",3,8,2023,"Motorcycles",81,"S50_4713","Toys4GrownUps.com","6265557265","78934 Hillside Dr.","","Pasadena","CA","90003","USA",NA,"Young","Julie","Medium"
10145,20,100,13,2752.6,"8/25/2023 0:00","Shipped",3,8,2023,"Planes",118,"S700_2834","Toys4GrownUps.com","6265557265","78934 Hillside Dr.","","Pasadena","CA","90003","USA",NA,"Young","Julie","Small"
10146,47,67.14,2,3155.58,"9/3/2023 0:00","Shipped",3,9,2023,"Motorcycles",62,"S18_3782","Gift Ideas Corp.","2035554407","2440 Pompton St.","","Glendale","CT","97561","USA",NA,"Lewis","Dan","Medium"
10146,29,100,1,4444.54,"9/3/2023 0:00","Shipped",3,9,2023,"Classic Cars",148,"S18_4721","Gift Ideas Corp.","2035554407","2440 Pompton St.","","Glendale","CT","97561","USA",NA,"Lewis","Dan","Medium"
10147,48,100,7,9245.76,"9/5/2023 0:00","Shipped",3,9,2023,"Classic Cars",194,"S12_1099","Collectables For Less Inc.","6175558555","7825 Douglas Av.","","Brickhaven","MA","58339","USA",NA,"Nelson","Allen","Large"
10147,31,100,5,3494.94,"9/5/2023 0:00","Shipped",3,9,2023,"Classic Cars",117,"S12_3380","Collectables For Less Inc.","6175558555","7825 Douglas Av.","","Brickhaven","MA","58339","USA",NA,"Nelson","Allen","Medium"
10147,21,63.84,8,1340.64,"9/5/2023 0:00","Shipped",3,9,2023,"Classic Cars",79,"S12_3990","Collectables For Less Inc.","6175558555","7825 Douglas Av.","","Brickhaven","MA","58339","USA",NA,"Nelson","Allen","Small"
10147,33,97.89,4,3230.37,"9/5/2023 0:00","Shipped",3,9,2023,"Classic Cars",115,"S12_4675","Collectables For Less Inc.","6175558555","7825 Douglas Av.","","Brickhaven","MA","58339","USA",NA,"Nelson","Allen","Medium"
10147,26,82.39,3,2142.14,"9/5/2023 0:00","Shipped",3,9,2023,"Classic Cars",77,"S18_1889","Collectables For Less Inc.","6175558555","7825 Douglas Av.","","Brickhaven","MA","58339","USA",NA,"Nelson","Allen","Small"
10147,36,86.04,10,3097.44,"9/5/2023 0:00","Shipped",3,9,2023,"Classic Cars",80,"S18_3278","Collectables For Less Inc.","6175558555","7825 Douglas Av.","","Brickhaven","MA","58339","USA",NA,"Nelson","Allen","Medium"
10147,37,100,9,4405.22,"9/5/2023 0:00","Shipped",3,9,2023,"Classic Cars",146,"S18_3482","Collectables For Less Inc.","6175558555","7825 Douglas Av.","","Brickhaven","MA","58339","USA",NA,"Nelson","Allen","Medium"
10147,25,42.67,1,1066.75,"9/5/2023 0:00","Shipped",3,9,2023,"Classic Cars",37,"S24_2972","Collectables For Less Inc.","6175558555","7825 Douglas Av.","","Brickhaven","MA","58339","USA",NA,"Nelson","Allen","Small"
10147,30,68.58,6,2057.4,"9/5/2023 0:00","Shipped",3,9,2023,"Classic Cars",61,"S24_3371","Collectables For Less Inc.","6175558555","7825 Douglas Av.","","Brickhaven","MA","58339","USA",NA,"Nelson","Allen","Small"
10147,23,100,2,2906.97,"9/5/2023 0:00","Shipped",3,9,2023,"Classic Cars",140,"S24_3856","Collectables For Less Inc.","6175558555","7825 Douglas Av.","","Brickhaven","MA","58339","USA",NA,"Nelson","Allen","Small"
10147,31,64.67,11,2024.77,"9/5/2023 0:00","Shipped",3,9,2023,"Classic Cars",80,"S24_4620","Collectables For Less Inc.","6175558555","7825 Douglas Av.","","Brickhaven","MA","58339","USA",NA,"Nelson","Allen","Small"
10148,23,100,13,2702.04,"9/11/2023 0:00","Shipped",3,9,2023,"Classic Cars",141,"S18_1129","Anna's Decorations, Ltd","02 9936 8555","201 Miller Street","Level 15","North Sydney","NSW","2060","Australia","APAC","O'Hara","Anna","Small"
10148,47,100,9,5848.68,"9/11/2023 0:00","Shipped",3,9,2023,"Classic Cars",124,"S18_1589","Anna's Decorations, Ltd","02 9936 8555","201 Miller Street","Level 15","North Sydney","NSW","2060","Australia","APAC","O'Hara","Anna","Medium"
10148,25,100,12,4232,"9/11/2023 0:00","Shipped",3,9,2023,"Classic Cars",142,"S18_1984","Anna's Decorations, Ltd","02 9936 8555","201 Miller Street","Level 15","North Sydney","NSW","2060","Australia","APAC","O'Hara","Anna","Medium"
10148,27,100,10,3528.36,"9/11/2023 0:00","Shipped",3,9,2023,"Classic Cars",132,"S18_2870","Anna's Decorations, Ltd","02 9936 8555","201 Miller Street","Level 15","North Sydney","NSW","2060","Australia","APAC","O'Hara","Anna","Medium"
10148,32,100,14,5418.88,"9/11/2023 0:00","Shipped",3,9,2023,"Classic Cars",169,"S18_3232","Anna's Decorations, Ltd","02 9936 8555","201 Miller Street","Level 15","North Sydney","NSW","2060","Australia","APAC","O'Hara","Anna","Medium"
10148,28,100,11,3639.44,"9/11/2023 0:00","Shipped",3,9,2023,"Classic Cars",141,"S18_3685","Anna's Decorations, Ltd","02 9936 8555","201 Miller Street","Level 15","North Sydney","NSW","2060","Australia","APAC","O'Hara","Anna","Medium"
10148,34,100,1,3598.22,"9/11/2023 0:00","Shipped",3,9,2023,"Vintage Cars",92,"S18_4409","Anna's Decorations, Ltd","02 9936 8555","201 Miller Street","Level 15","North Sydney","NSW","2060","Australia","APAC","O'Hara","Anna","Medium"
10148,29,81.25,2,2356.25,"9/11/2023 0:00","Shipped",3,9,2023,"Classic Cars",71,"S18_4933","Anna's Decorations, Ltd","02 9936 8555","201 Miller Street","Level 15","North Sydney","NSW","2060","Australia","APAC","O'Hara","Anna","Small"
10148,25,60.26,6,1506.5,"9/11/2023 0:00","Shipped",3,9,2023,"Classic Cars",73,"S24_1046","Anna's Decorations, Ltd","02 9936 8555","201 Miller Street","Level 15","North Sydney","NSW","2060","Australia","APAC","O'Hara","Anna","Small"
10148,47,56.85,8,2671.95,"9/11/2023 0:00","Shipped",3,9,2023,"Classic Cars",50,"S24_1628","Anna's Decorations, Ltd","02 9936 8555","201 Miller Street","Level 15","North Sydney","NSW","2060","Australia","APAC","O'Hara","Anna","Small"
